year,price,transmission,mileage,fuelType,tax,mpg,engineSize,Brand,Car_Type,High_Performance,vehicle_id,model,image_url
2020,29998,Semi-Auto,934,Diesel,150.0,48.7,2.0,BMW,Other,0,18625, 1 Series,/static/car_images/BMW_1_Series.jpg
2016,7298,Manual,38297,Petrol,125.0,50.4,1.4,Hyundai,Other,0,39262, IX20,/static/car_images/Hyundai_IX20.jpg
2015,6690,Manual,76216,Petrol,,,1.0,Ford,Hatchback,0,104432, Focus,/static/car_images/Ford_Focus.jpg
2015,13250,Manual,32748,Diesel,145.0,54.3,2.0,Ford,SUV,0,10214, Kuga,/static/car_images/Ford_Kuga.jpg
2017,13000,Automatic,37183,Diesel,200.0,46.3,2.0,Vauxhall-Opel,Other,0,79919, Zafira,/static/car_images/default.jpg
2019,12298,Manual,11454,Petrol,145.0,39.2,1.4,Vauxhall-Opel,Other,0,76909, Mokka X,/static/car_images/default.jpg
2017,11700,Manual,39461,Diesel,145.0,64.2,2.0,BMW,Sedan,0,27806, 3 Series,/static/car_images/BMW_3_Series.jpg
2019,18580,Manual,4984,Diesel,,,1.5,Ford,Hatchback,0,106632, Focus,/static/car_images/Ford_Focus.jpg
2016,14999,Automatic,70054,Hybrid,0.0,148.7,2.0,BMW,Sedan,0,21855, 3 Series,/static/car_images/BMW_3_Series.jpg
2019,29949,Semi-Auto,8208,Diesel,145.0,57.7,2.0,Mercedes-Benz,Sedan,0,50976, C Class,/static/car_images/Mercedes-Benz_C_Class.jpg
2016,9298,Manual,43061,Petrol,125.0,51.4,1.4,Vauxhall-Opel,Hatchback,0,72916, Astra,/static/car_images/default.jpg
2014,15998,Semi-Auto,71657,Diesel,200.0,44.8,2.1,Mercedes-Benz,Other,0,43941, M Class,/static/car_images/Mercedes-Benz_M_Class.jpg
2017,18115,Semi-Auto,20846,Petrol,,,2.0,Mercedes-Benz,Sedan,0,98586, C Class,/static/car_images/Mercedes-Benz_C_Class.jpg
2019,15999,Manual,4000,Petrol,,,0.0,Ford,Hatchback,0,106444, Focus,/static/car_images/Ford_Focus.jpg
2016,6990,Manual,45000,Petrol,,,1.0,Ford,Hatchback,0,105729, Focus,/static/car_images/Ford_Focus.jpg
2014,6990,Manual,23356,Petrol,0.0,65.7,1.0,Ford,Hatchback,0,17359, Fiesta,/static/car_images/Ford_Fiesta.jpg
2017,11998,Manual,47542,Diesel,150.0,67.3,1.6,Skoda,Sedan,0,57348, Superb,/static/car_images/Skoda_Superb.jpg
2017,13650,Manual,13495,Petrol,145.0,47.9,1.6,Ford,Hatchback,0,8277, Fiesta,/static/car_images/Ford_Fiesta.jpg
2017,19498,Semi-Auto,33183,Diesel,145.0,57.6,2.0,Volkswagen,SUV,0,93274, Tiguan,/static/car_images/Volkswagen_Tiguan.jpg
2019,9699,Manual,501,Petrol,145.0,54.3,1.0,Volkswagen,Other,0,95238, Up,/static/car_images/Volkswagen_Up.jpg
2019,18888,Automatic,4000,Petrol,145.0,46.3,1.0,Audi,Hatchback,0,29997, A1,/static/car_images/Audi_A1.jpg
2017,16750,Manual,10000,Petrol,145.0,52.3,1.4,Audi,Sedan,0,36150, A4,/static/car_images/Audi_A4.jpg
2019,18798,Semi-Auto,8650,Diesel,145.0,52.3,2.0,Volkswagen,Hatchback,0,84025, Golf,/static/car_images/Volkswagen_Golf.jpg
2019,18999,Manual,5046,Diesel,145.0,47.9,2.0,Ford,SUV,0,17933, Kuga,/static/car_images/Ford_Kuga.jpg
2015,16990,Automatic,23000,Diesel,145.0,56.5,2.0,BMW,Other,0,28272, 4 Series,/static/car_images/BMW_4_Series.jpg
2019,24498,Semi-Auto,1164,Diesel,145.0,46.3,2.0,Volkswagen,SUV,0,93358, Tiguan,/static/car_images/Volkswagen_Tiguan.jpg
2018,15290,Automatic,15692,Petrol,145.0,37.2,1.4,Vauxhall-Opel,Other,0,78300, Mokka X,/static/car_images/default.jpg
2019,10998,Manual,7485,Petrol,150.0,44.8,1.4,Vauxhall-Opel,Hatchback,0,70718, Corsa,/static/car_images/default.jpg
2019,28000,Semi-Auto,5799,Petrol,150.0,34.9,2.0,Audi,Coupe,0,32262, TT,/static/car_images/Audi_TT.jpg
2019,24290,Manual,2500,Petrol,145.0,47.9,1.5,Volkswagen,Hatchback,0,83832, Golf,/static/car_images/Volkswagen_Golf.jpg
2019,19790,Manual,8024,Diesel,145.0,52.3,1.2,Volkswagen,Other,0,89720, T-Cross,/static/car_images/Volkswagen_T-Cross.jpg
2017,13495,Semi-Auto,9945,Petrol,145.0,58.9,1.0,Skoda,Sedan,0,61038, Octavia,/static/car_images/Skoda_Octavia.jpg
2019,18995,Manual,1800,Petrol,,,1.0,Ford,Hatchback,0,104563, Focus,/static/car_images/Ford_Focus.jpg
2019,16899,Manual,800,Diesel,145.0,50.4,1.5,Vauxhall-Opel,Other,0,82741, Combo Life,/static/car_images/default.jpg
2017,7690,Manual,24394,Petrol,145.0,58.8,1.0,Skoda,Hatchback,0,60745, Fabia,/static/car_images/Skoda_Fabia.jpg
2019,24616,Automatic,3710,Diesel,145.0,55.4,2.0,Mercedes-Benz,Other,0,43684, B Class,/static/car_images/Mercedes-Benz_B_Class.jpg
2015,8998,Manual,51342,Diesel,0.0,83.1,1.5,BMW,Other,0,24155, 1 Series,/static/car_images/BMW_1_Series.jpg
2013,5995,Manual,36495,Petrol,125.0,51.4,1.4,Vauxhall-Opel,Hatchback,0,71803, Corsa,/static/car_images/default.jpg
2017,15236,Semi-Auto,19651,Diesel,125.0,57.6,1.7,Hyundai,SUV,0,42720, Tucson,/static/car_images/Hyundai_Tucson.jpg
2018,23798,Semi-Auto,8781,Diesel,145.0,55.4,3.0,BMW,Other,0,20251, 4 Series,/static/car_images/BMW_4_Series.jpg
2019,18990,Manual,6500,Diesel,145.0,70.6,1.6,Vauxhall-Opel,SUV,0,81538, Grandland X,/static/car_images/default.jpg
2016,16751,Semi-Auto,28445,Diesel,30.0,65.7,1.6,Volkswagen,Other,0,97132, Touran,/static/car_images/Volkswagen_Touran.jpg
2019,27670,Semi-Auto,2480,Petrol,145.0,38.7,2.0,BMW,Other,0,24088, X2,/static/car_images/BMW_X2.jpg
2017,12200,Manual,45826,Petrol,20.0,60.1,1.0,Audi,Hatchback,0,38420, A3,/static/car_images/Audi_A3.jpg
2019,9999,Manual,12300,Petrol,145.0,57.7,1.0,Skoda,Hatchback,0,59506, Fabia,/static/car_images/Skoda_Fabia.jpg
2017,9620,Automatic,25668,Petrol,125.0,51.4,1.0,Ford,Hatchback,0,4510, Focus,/static/car_images/Ford_Focus.jpg
2019,28413,Semi-Auto,6223,Diesel,145.0,52.3,2.0,BMW,Sedan,0,24327, 3 Series,/static/car_images/BMW_3_Series.jpg
2015,11495,Manual,9719,Diesel,0.0,78.5,1.5,Ford,Sedan,0,14236, Mondeo,/static/car_images/Ford_Mondeo.jpg
2019,21995,Semi-Auto,3748,Petrol,145.0,47.9,2.0,BMW,Other,0,24205, 2 Series,/static/car_images/BMW_2_Series.jpg
2018,11000,Manual,28208,Petrol,145.0,56.5,1.0,Ford,Hatchback,0,5854, Fiesta,/static/car_images/Ford_Fiesta.jpg
2017,19899,Automatic,28091,Hybrid,135.0,134.5,2.0,BMW,Sedan,0,27051, 3 Series,/static/car_images/BMW_3_Series.jpg
2016,10290,Manual,42500,Petrol,0.0,67.3,1.0,Audi,Hatchback,0,37421, A1,/static/car_images/Audi_A1.jpg
2018,23498,Manual,11981,Diesel,145.0,65.7,2.0,Audi,Other,0,30867, A5,/static/car_images/Audi_A5.jpg
2018,8391,Manual,12456,Petrol,145.0,47.9,1.2,Ford,Other,0,3027, Ka+,/static/car_images/Ford_Ka+.jpg
2019,31980,Semi-Auto,9,Diesel,145.0,61.4,2.0,Mercedes-Benz,Sedan,0,46428, C Class,/static/car_images/Mercedes-Benz_C_Class.jpg
2018,17495,Manual,12000,Diesel,145.0,54.3,1.5,Ford,SUV,0,10791, Kuga,/static/car_images/Ford_Kuga.jpg
2017,21998,Semi-Auto,25260,Diesel,145.0,60.1,2.0,BMW,Sedan,0,18347, 5 Series,/static/car_images/BMW_5_Series.jpg
2019,9999,Manual,13620,Petrol,145.0,43.5,1.4,Vauxhall-Opel,Hatchback,0,72507, Corsa,/static/car_images/default.jpg
2016,8995,Manual,35638,Diesel,0.0,74.3,1.5,Ford,Hatchback,0,7395, Focus,/static/car_images/Ford_Focus.jpg
2016,15744,Manual,34345,Diesel,30.0,61.4,2.0,Audi,Sedan,0,35665, A6,/static/car_images/Audi_A6.jpg
2019,26000,Automatic,10891,Petrol,145.0,39.8,2.0,Audi,Other,0,38618, A5,/static/car_images/Audi_A5.jpg
2018,9758,Manual,27614,Petrol,145.0,65.7,1.0,Ford,Hatchback,0,13768, Fiesta,/static/car_images/Ford_Fiesta.jpg
2017,17298,Manual,16346,Petrol,145.0,41.5,2.0,Ford,Hatchback,0,821, Focus,/static/car_images/Ford_Focus.jpg
2016,9990,Manual,60450,Petrol,30.0,53.3,1.4,Volkswagen,Hatchback,0,86548, Golf,/static/car_images/Volkswagen_Golf.jpg
2019,22990,Semi-Auto,2500,Petrol,145.0,33.2,1.4,Volkswagen,Other,0,94908, Sharan,/static/car_images/Volkswagen_Sharan.jpg
2019,21990,Manual,4875,Petrol,145.0,42.2,1.5,Audi,Hatchback,0,33080, A3,/static/car_images/Audi_A3.jpg
2016,6995,Manual,51606,Petrol,20.0,61.4,1.0,Ford,Hatchback,0,11986, Focus,/static/car_images/Ford_Focus.jpg
2016,8110,Manual,27155,Petrol,20.0,60.1,1.0,Volkswagen,Hatchback,0,90279, Polo,/static/car_images/Volkswagen_Polo.jpg
2018,20999,Semi-Auto,9250,Petrol,,,1.5,Mercedes-Benz,Sedan,0,98329, C Class,/static/car_images/Mercedes-Benz_C_Class.jpg
2013,9999,Automatic,86364,Diesel,145.0,55.4,3.0,BMW,Sedan,0,25995, 3 Series,/static/car_images/BMW_3_Series.jpg
2016,9499,Manual,55790,Diesel,0.0,74.3,1.5,Ford,Hatchback,0,7033, Focus,/static/car_images/Ford_Focus.jpg
2018,12250,Manual,34098,Petrol,145.0,47.1,1.5,Vauxhall-Opel,Sedan,0,82147, Insignia,/static/car_images/default.jpg
2019,11490,Manual,3600,Petrol,145.0,47.9,1.5,Toyota,Hatchback,0,65271, Yaris,/static/car_images/Toyota_Yaris.jpg
2015,16950,Automatic,41594,Diesel,205.0,47.1,2.0,Audi,Sedan,0,37629, A4,/static/car_images/Audi_A4.jpg
2020,18200,Manual,10,Petrol,145.0,49.6,1.0,Ford,Hatchback,0,7315, Fiesta,/static/car_images/Ford_Fiesta.jpg
2018,14998,Manual,7421,Petrol,145.0,50.4,1.5,Vauxhall-Opel,Sedan,0,81624, Insignia,/static/car_images/default.jpg
2016,7999,Manual,21875,Petrol,125.0,54.3,1.2,Ford,Hatchback,0,10757, Fiesta,/static/car_images/Ford_Fiesta.jpg
2017,10991,Manual,21572,Petrol,145.0,51.4,1.4,Vauxhall-Opel,Hatchback,0,72942, Astra,/static/car_images/default.jpg
2014,9992,Manual,69944,Diesel,145.0,54.3,2.0,Audi,Other,0,30781, Q3,/static/car_images/Audi_Q3.jpg
2017,28900,Automatic,25475,Diesel,145.0,47.9,2.1,Mercedes-Benz,Other,0,56018, GLE Class,/static/car_images/Mercedes-Benz_GLE_Class.jpg
2018,16199,Manual,14365,Diesel,145.0,64.2,1.5,Ford,SUV,0,10825, Kuga,/static/car_images/Ford_Kuga.jpg
2017,15300,Manual,55426,Diesel,125.0,58.9,2.0,BMW,Other,0,20174, X1,/static/car_images/BMW_X1.jpg
2020,42990,Semi-Auto,6235,Diesel,150.0,36.7,3.0,BMW,Other,0,21129, X3,/static/car_images/BMW_X3.jpg
2017,13690,Manual,20000,Petrol,30.0,53.3,1.4,Volkswagen,Hatchback,0,86919, Golf,/static/car_images/Volkswagen_Golf.jpg
2019,42995,Semi-Auto,16271,Petrol,145.0,32.1,3.0,Mercedes-Benz,Sedan,0,47705, E Class,/static/car_images/Mercedes-Benz_E_Class.jpg
2019,48480,Semi-Auto,4050,Diesel,145.0,36.7,2.0,Mercedes-Benz,Other,0,48736, GLE Class,/static/car_images/Mercedes-Benz_GLE_Class.jpg
2017,18800,Automatic,19708,Diesel,145.0,65.7,2.0,BMW,Other,0,26317, 4 Series,/static/car_images/BMW_4_Series.jpg
2019,10798,Manual,9741,Petrol,150.0,44.8,1.4,Vauxhall-Opel,Hatchback,0,69682, Corsa,/static/car_images/default.jpg
2017,14750,Semi-Auto,32443,Petrol,145.0,51.4,1.2,Skoda,Other,0,61261, Yeti Outdoor,/static/car_images/Skoda_Yeti_Outdoor.jpg
2019,29980,Semi-Auto,9109,Diesel,145.0,57.7,2.0,Mercedes-Benz,Sedan,0,46849, C Class,/static/car_images/Mercedes-Benz_C_Class.jpg
2018,10999,Manual,12438,Diesel,145.0,88.3,1.5,Ford,Hatchback,0,10835, Fiesta,/static/car_images/Ford_Fiesta.jpg
2019,16995,Automatic,7000,Diesel,145.0,51.4,1.5,Ford,Other,0,17699, Grand C-MAX,/static/car_images/Ford_Grand_C-MAX.jpg
2019,16640,Manual,7864,Petrol,,,1.0,Ford,Hatchback,0,102231, Focus,/static/car_images/Ford_Focus.jpg
2018,11291,Manual,15597,Petrol,150.0,47.1,1.2,Vauxhall-Opel,Other,0,79282, Crossland X,/static/car_images/default.jpg
2016,10250,Manual,68332,Diesel,20.0,68.9,2.0,BMW,Other,0,28089, 1 Series,/static/car_images/BMW_1_Series.jpg
2015,13395,Manual,62370,Diesel,145.0,53.3,2.0,Volkswagen,SUV,0,94610, Tiguan,/static/car_images/Volkswagen_Tiguan.jpg
2015,14900,Automatic,35553,Diesel,,,2.1,Mercedes-Benz,Sedan,0,100965, C Class,/static/car_images/Mercedes-Benz_C_Class.jpg
2018,9415,Manual,29100,Diesel,145.0,70.6,1.4,Skoda,Hatchback,0,58052, Fabia,/static/car_images/Skoda_Fabia.jpg
2019,19998,Semi-Auto,4812,Petrol,145.0,47.9,2.0,BMW,Other,0,18158, 1 Series,/static/car_images/BMW_1_Series.jpg
2015,12000,Semi-Auto,52992,Diesel,125.0,58.9,2.0,Audi,Sedan,0,31878, A4,/static/car_images/Audi_A4.jpg
2016,15490,Manual,44454,Diesel,125.0,56.5,2.0,Volkswagen,Other,0,94969, Sharan,/static/car_images/Volkswagen_Sharan.jpg
2019,24989,Manual,6760,Petrol,,,2.3,Ford,Hatchback,0,106274, Focus,/static/car_images/Ford_Focus.jpg
2017,20000,Semi-Auto,18756,Diesel,145.0,70.6,2.0,Audi,Sedan,0,32474, A4,/static/car_images/Audi_A4.jpg
2017,9998,Manual,32190,Petrol,200.0,42.2,1.6,Vauxhall-Opel,Other,0,76927, Mokka X,/static/car_images/default.jpg
2019,16698,Manual,4542,Petrol,,,1.0,Ford,Hatchback,0,102126, Focus,/static/car_images/Ford_Focus.jpg
2018,22640,Semi-Auto,15867,Petrol,145.0,47.1,2.0,Mercedes-Benz,Sedan,0,45372, C Class,/static/car_images/Mercedes-Benz_C_Class.jpg
2000,1699,Manual,99209,Petrol,265.0,29.4,2.0,BMW,Sedan,0,27024, 5 Series,/static/car_images/BMW_5_Series.jpg
2017,13500,Manual,42744,Diesel,145.0,60.1,2.0,Ford,SUV,0,11147, Kuga,/static/car_images/Ford_Kuga.jpg
2017,13250,Automatic,28550,Petrol,150.0,54.3,1.4,Volkswagen,Hatchback,0,88439, Golf,/static/car_images/Volkswagen_Golf.jpg
2019,24700,Semi-Auto,12944,Diesel,,,2.0,Mercedes-Benz,Sedan,0,100169, C Class,/static/car_images/Mercedes-Benz_C_Class.jpg
2017,16495,Semi-Auto,37750,Diesel,145.0,60.1,2.0,Skoda,Sedan,0,62252, Superb,/static/car_images/Skoda_Superb.jpg
2020,38970,Semi-Auto,600,Diesel,145.0,58.9,2.0,BMW,Other,0,24540, X2,/static/car_images/BMW_X2.jpg
2018,10391,Manual,13382,Petrol,145.0,64.2,1.0,Skoda,Hatchback,0,58752, Fabia,/static/car_images/Skoda_Fabia.jpg
2015,10390,Semi-Auto,13655,Petrol,160.0,44.8,1.6,Ford,Hatchback,0,7528, Focus,/static/car_images/Ford_Focus.jpg
2018,27989,Semi-Auto,12648,Petrol,145.0,39.8,2.0,Volkswagen,Hatchback,0,84251, Golf,/static/car_images/Volkswagen_Golf.jpg
2016,17295,Automatic,39510,Hybrid,20.0,57.6,2.5,Toyota,SUV,0,63152, RAV4,/static/car_images/Toyota_RAV4.jpg
2015,7830,Manual,52145,Diesel,30.0,67.3,1.6,Vauxhall-Opel,Other,0,82695, GTC,/static/car_images/default.jpg
2019,22491,Manual,17869,Petrol,145.0,37.2,2.0,Volkswagen,Hatchback,0,84657, Golf,/static/car_images/Volkswagen_Golf.jpg
2017,15265,Manual,19333,Diesel,145.0,54.3,2.0,Ford,SUV,0,9801, Kuga,/static/car_images/Ford_Kuga.jpg
2015,11995,Manual,37164,Petrol,150.0,47.0,1.8,Volkswagen,Hatchback,0,89878, Polo,/static/car_images/Volkswagen_Polo.jpg
2017,22162,Semi-Auto,48142,Diesel,,,2.1,Mercedes-Benz,Sedan,0,99231, C Class,/static/car_images/Mercedes-Benz_C_Class.jpg
2019,21998,Manual,3270,Petrol,150.0,28.5,1.3,Mercedes-Benz,Other,0,45103, A Class,/static/car_images/Mercedes-Benz_A_Class.jpg
2017,9659,Manual,22887,Petrol,20.0,61.4,1.0,Ford,Hatchback,0,8405, Focus,/static/car_images/Ford_Focus.jpg
2015,17591,Semi-Auto,74951,Diesel,235.0,42.8,3.0,Volkswagen,SUV,0,96491, Touareg,/static/car_images/Volkswagen_Touareg.jpg
2019,25099,Semi-Auto,16053,Diesel,145.0,72.4,2.0,Mercedes-Benz,Sedan,0,52411, E Class,/static/car_images/Mercedes-Benz_E_Class.jpg
2016,7900,Manual,50848,Diesel,30.0,64.2,1.5,Ford,SUV,0,7726, EcoSport,/static/car_images/Ford_EcoSport.jpg
2018,12799,Manual,19592,Diesel,145.0,72.4,1.6,Vauxhall-Opel,Hatchback,0,74896, Astra,/static/car_images/default.jpg
2016,22495,Automatic,13295,Petrol,260.0,37.2,3.0,BMW,Other,0,18987, 4 Series,/static/car_images/BMW_4_Series.jpg
2020,14990,Manual,100,Petrol,145.0,54.3,1.2,Vauxhall-Opel,Hatchback,0,73174, Astra,/static/car_images/default.jpg
2008,5875,Automatic,70000,Petrol,305.0,34.5,1.8,Mercedes-Benz,Sedan,0,54375, C Class,/static/car_images/Mercedes-Benz_C_Class.jpg
2017,14190,Manual,28478,Diesel,145.0,60.1,2.0,Ford,SUV,0,5354, Kuga,/static/car_images/Ford_Kuga.jpg
2019,10498,Manual,9791,Petrol,145.0,43.5,1.4,Vauxhall-Opel,Hatchback,0,70516, Corsa,/static/car_images/default.jpg
2017,18500,Manual,10960,Petrol,,,2.0,Ford,Hatchback,0,105652, Focus,/static/car_images/Ford_Focus.jpg
2016,15700,Manual,34247,Diesel,125.0,56.5,2.0,Ford,Other,0,13973, S-MAX,/static/car_images/Ford_S-MAX.jpg
2019,20985,Semi-Auto,10339,Diesel,145.0,52.3,2.0,Volkswagen,Hatchback,0,85421, Golf,/static/car_images/Volkswagen_Golf.jpg
2017,19795,Semi-Auto,20545,Petrol,145.0,47.1,2.0,Volkswagen,Sedan,0,96857, Arteon,/static/car_images/Volkswagen_Arteon.jpg
2018,13691,Manual,12603,Petrol,,,1.0,Ford,Hatchback,0,102583, Focus,/static/car_images/Ford_Focus.jpg
2018,15798,Manual,34394,Diesel,145.0,56.5,1.5,Vauxhall-Opel,SUV,0,81306, Grandland X,/static/car_images/default.jpg
2019,39891,Automatic,5806,Diesel,145.0,51.4,3.0,BMW,Other,0,23295, 4 Series,/static/car_images/BMW_4_Series.jpg
2019,24990,Semi-Auto,3181,Diesel,150.0,49.6,2.0,Volkswagen,Other,0,83364, T-Roc,/static/car_images/Volkswagen_T-Roc.jpg
2015,6998,Manual,35700,Petrol,30.0,58.0,1.3,Toyota,Hatchback,0,63489, Yaris,/static/car_images/Toyota_Yaris.jpg
2018,11995,Manual,7183,Petrol,145.0,65.7,1.0,Ford,Hatchback,0,7363, Fiesta,/static/car_images/Ford_Fiesta.jpg
2020,30298,Automatic,20,Petrol,145.0,44.1,1.3,Mercedes-Benz,Other,0,53840, CLA Class,/static/car_images/Mercedes-Benz_CLA_Class.jpg
2018,6981,Manual,9521,Petrol,150.0,60.1,1.0,Hyundai,Other,0,41008, I10,/static/car_images/Hyundai_I10.jpg
2019,12500,Manual,458,Petrol,145.0,57.7,1.0,Toyota,Other,0,67144, Aygo,/static/car_images/Toyota_Aygo.jpg
2018,8265,Manual,8910,Petrol,150.0,68.9,1.0,Toyota,Other,0,67478, Aygo,/static/car_images/Toyota_Aygo.jpg
2019,49990,Semi-Auto,37,Diesel,145.0,33.2,3.0,Audi,SUV,0,30272, Q7,/static/car_images/Audi_Q7.jpg
2019,22956,Automatic,13002,Diesel,,,2.0,Mercedes-Benz,Sedan,0,99166, C Class,/static/car_images/Mercedes-Benz_C_Class.jpg
2019,11495,Manual,11162,Petrol,145.0,47.9,1.5,Toyota,Hatchback,0,64419, Yaris,/static/car_images/Toyota_Yaris.jpg
2014,13295,Semi-Auto,38644,Petrol,160.0,44.8,1.6,Mercedes-Benz,Sedan,0,49788, C Class,/static/car_images/Mercedes-Benz_C_Class.jpg
2016,8000,Manual,17421,Petrol,0.0,69.0,1.0,Toyota,Other,0,66468, Aygo,/static/car_images/Toyota_Aygo.jpg
2018,7998,Manual,15111,Petrol,150.0,68.9,1.0,Toyota,Other,0,66371, Aygo,/static/car_images/Toyota_Aygo.jpg
2016,8099,Manual,81748,Diesel,0.0,80.7,1.6,Skoda,Sedan,0,62169, Octavia,/static/car_images/Skoda_Octavia.jpg
2017,21500,Semi-Auto,10239,Diesel,165.0,50.4,2.0,Audi,Other,0,33693, Q3,/static/car_images/Audi_Q3.jpg
2018,13999,Manual,8610,Petrol,145.0,54.3,1.0,Ford,SUV,0,10869, EcoSport,/static/car_images/Ford_EcoSport.jpg
2017,10700,Manual,38664,Diesel,0.0,83.1,1.5,BMW,Other,0,28162, 1 Series,/static/car_images/BMW_1_Series.jpg
2013,11511,Manual,68991,Diesel,125.0,58.9,2.0,BMW,Sedan,0,24393, 3 Series,/static/car_images/BMW_3_Series.jpg
2018,14578,Manual,32938,Petrol,150.0,58.9,1.0,Volkswagen,Hatchback,0,86599, Golf,/static/car_images/Volkswagen_Golf.jpg
2018,30499,Semi-Auto,8995,Diesel,145.0,56.5,2.1,Mercedes-Benz,Other,0,49983, GLC Class,/static/car_images/Mercedes-Benz_GLC_Class.jpg
2019,29450,Automatic,3012,Diesel,145.0,37.2,2.0,Skoda,SUV,0,58793, Kodiaq,/static/car_images/Skoda_Kodiaq.jpg
2016,8498,Manual,20249,Petrol,30.0,58.0,1.3,Toyota,Hatchback,0,63546, Yaris,/static/car_images/Toyota_Yaris.jpg
2019,17150,Automatic,10472,Petrol,,,1.0,Ford,Hatchback,0,107315, Focus,/static/car_images/Ford_Focus.jpg
2016,12495,Manual,27000,Petrol,30.0,53.3,1.4,Volkswagen,Hatchback,0,83887, Golf,/static/car_images/Volkswagen_Golf.jpg
2017,7500,Manual,73164,Diesel,0.0,83.1,1.6,Vauxhall-Opel,Hatchback,0,75097, Astra,/static/car_images/default.jpg
2019,37395,Automatic,1000,Diesel,145.0,38.2,2.0,Audi,SUV,0,29112, Q5,/static/car_images/Audi_Q5.jpg
2018,14600,Manual,3397,Petrol,150.0,54.3,1.0,Ford,SUV,0,8942, EcoSport,/static/car_images/Ford_EcoSport.jpg
2019,24980,Automatic,5000,Diesel,145.0,54.3,2.0,Skoda,Sedan,0,62476, Superb,/static/car_images/Skoda_Superb.jpg
2017,12500,Automatic,48500,Diesel,145.0,55.4,1.6,Vauxhall-Opel,Sedan,0,82173, Insignia,/static/car_images/default.jpg
2017,19498,Semi-Auto,22424,Diesel,,,2.1,Mercedes-Benz,Sedan,0,98484, C Class,/static/car_images/Mercedes-Benz_C_Class.jpg
2019,26998,Semi-Auto,12327,Diesel,145.0,48.7,2.0,BMW,Sedan,0,20034, 3 Series,/static/car_images/BMW_3_Series.jpg
2016,7000,Manual,20950,Petrol,20.0,62.8,1.0,Skoda,Other,0,57787, Citigo,/static/car_images/Skoda_Citigo.jpg
2018,10220,Manual,26309,Petrol,150.0,65.7,1.0,Ford,Hatchback,0,7727, Fiesta,/static/car_images/Ford_Fiesta.jpg
2014,15995,Automatic,47221,Hybrid,0.0,134.5,1.8,Toyota,Other,0,68749, Prius,/static/car_images/Toyota_Prius.jpg
2019,26780,Automatic,3583,Diesel,145.0,47.1,2.0,Skoda,Sedan,0,61747, Superb,/static/car_images/Skoda_Superb.jpg
2018,18389,Manual,19000,Petrol,145.0,67.3,0.0,Ford,Hatchback,0,16331, Focus,/static/car_images/Ford_Focus.jpg
2013,9298,Manual,72011,Diesel,30.0,64.2,2.0,Audi,Sedan,0,30023, A4,/static/car_images/Audi_A4.jpg
2015,8895,Automatic,38000,Petrol,,,1.6,Ford,Hatchback,0,106749, Focus,/static/car_images/Ford_Focus.jpg
2014,4340,Manual,40770,Petrol,30.0,57.7,1.2,Ford,Other,0,9281, KA,/static/car_images/Ford_KA.jpg
2017,8495,Manual,19843,Petrol,150.0,55.4,1.4,Vauxhall-Opel,Hatchback,0,70082, Corsa,/static/car_images/default.jpg
2011,5995,Manual,60200,Diesel,125.0,58.9,2.0,Volkswagen,Other,0,97900, Jetta,/static/car_images/Volkswagen_Jetta.jpg
2016,15700,Manual,52074,Diesel,145.0,56.5,2.0,Audi,Other,0,36879, Q3,/static/car_images/Audi_Q3.jpg
2019,32000,Semi-Auto,3917,Diesel,145.0,47.9,2.0,Mercedes-Benz,Other,0,46829, GLC Class,/static/car_images/Mercedes-Benz_GLC_Class.jpg
2019,18490,Manual,2632,Petrol,145.0,49.6,1.5,Volkswagen,Other,0,97515, Golf SV,/static/car_images/Volkswagen_Golf_SV.jpg
2017,17495,Semi-Auto,20000,Petrol,20.0,60.1,1.4,Volkswagen,Hatchback,0,86524, Golf,/static/car_images/Volkswagen_Golf.jpg
2019,30995,Semi-Auto,4549,Petrol,150.0,34.5,2.0,Audi,Hatchback,0,28762, A3,/static/car_images/Audi_A3.jpg
2019,17750,Manual,10785,Petrol,145.0,34.4,1.5,Ford,SUV,0,949, Kuga,/static/car_images/Ford_Kuga.jpg
2017,13700,Automatic,20574,Diesel,145.0,70.6,2.0,BMW,Other,0,23192, 1 Series,/static/car_images/BMW_1_Series.jpg
2017,19450,Automatic,42932,Diesel,125.0,56.5,2.1,Mercedes-Benz,Other,0,48170, GLA Class,/static/car_images/Mercedes-Benz_GLA_Class.jpg
2020,34790,Semi-Auto,1000,Petrol,145.0,36.2,2.0,Volkswagen,Hatchback,0,86733, Golf,/static/car_images/Volkswagen_Golf.jpg
2013,5000,Manual,102500,Diesel,,,1.6,Ford,Hatchback,0,106452, Focus,/static/car_images/Ford_Focus.jpg
2019,15370,Manual,6736,Petrol,,,1.0,Ford,Hatchback,0,102228, Focus,/static/car_images/Ford_Focus.jpg
2016,11799,Manual,35903,Diesel,0.0,74.3,1.6,Volkswagen,Hatchback,0,83865, Golf,/static/car_images/Volkswagen_Golf.jpg
2017,8295,Manual,14187,Petrol,145.0,54.3,1.4,Vauxhall-Opel,Hatchback,0,72395, Corsa,/static/car_images/default.jpg
2017,18990,Manual,21950,Petrol,150.0,50.4,1.4,Audi,Other,0,35653, Q2,/static/car_images/Audi_Q2.jpg
2019,9499,Manual,7123,Petrol,145.0,57.7,1.0,Skoda,Hatchback,0,58354, Fabia,/static/car_images/Skoda_Fabia.jpg
